No.;name;comment;price;sizes;availability;expiry;Visibility;Revise;category;image
#42489;CREOLE-40X2MM,RUND;Creole rund 40mm / 2mm dick;11,50€;;;;visible;;22,27,6;/42489
#42487;CREOLE-40MM,1,5MM;Creole rund 40mm / 1,5mm dick;8,00€;;;;visible;;22,27,6;/42487
#42475;KLIP016-G;Rund glanz;21,50€;Ø: ca.22mm;;;visible;;#NV;/42475
#42466;EP1486ST;Stab;3,25€;Höhe: ca.3mm;;;visible;;#NV;/42466
#42462;EP1338-M;Herz;9,75€;14x12mm;;;visible;;#NV;/42462
#42453;RL130;( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );10,00€;17,5 cm: 8,50€, 18,5 cm: 9,00€, 19,5 cm: 9,50€, 21,5 cm: 10,00€;;;visible;;#NV;/42453
#42414;PP2179-GP;Flügel vergoldet mit Ringöse;19,00€;Höhe: ca.50mm;;;visible;;#NV;/42414
#42408;ES664-OPAL;Stern;5,50€;Höhe: ca.8mm;;;visible;;223;/42408
#42407;ES664-KORALLE;Stern;5,50€;Höhe: ca.8mm;;;visible;;#NV;/42407
#42406;ES417A-WH;Ohrhänger mit Zirkonia;7,00€;Ø: ca.7mm;;;visible;;#NV;/42406
#42402;ES417A-CH;Ohrhänger mit Zirkonia;7,00€;Ø: ca.7mm;;;visible;;#NV;/42402
#42401;ES417A-BLK;Ohrhänger mit Zirkonia;7,00€;Ø: ca.7mm;;;visible;;#NV;/42401
#42400;ES417A-AM;Ohrhänger mit Zirkonia;7,00€;Ø: ca.7mm;;;visible;;#NV;/42400
#42395;EP1723-GEB;Blumen;13,50€;Ø: ca.20mm;;;visible;;#NV;/42395
#42392;EP1712-G,GP;Kleeblatt;6,50€;Höhe: ca.7mm;;;visible;;389;/42392
#42388;EP1518B;Blume des Lebens, Glanz, Ohrhänger (Set);16,50€;Ø: ca.27mm;;;visible;;329;/42388
#42387;EP1518A;Blume des Lebens, Glanz, Ohrhänger (Set);16,50€;Ø: ca.27mm;;;visible;;329;/42387
#42386;EP1516A-GEB;Spirale, Gebürstet, Ohrhänger (Set);6,00€;Höhe: ca.13mm;;;visible;;373;/42386
#42377;EP1036-M;Seestern, Matt, Ohrstecker (Set);10,50€;Höhe: ca.17mm;;;visible;;#NV;/42377
#42376;EP1036-G;großer Seestern, glänzend, Ohrstecker (Set);10,50€;Höhe: ca.17mm;;;visible;;#NV;/42376
#42372;PP2262-M-GP;Großes gewölbtes Quadrat, Goldplattiert, Matt, Anhänger (Set);16,50€;ca.25x25mm;;;visible;;#NV;/42372
#42331;PS993-WH-G-SP;Kreuz mit Zirkonia, Anhänger mit Schlaufe;6,00€;Höhe : 24mm;;;visible;;321;/42331
#42322;PP2272;Kreuz;6,25€;Höhe: ca.21mm;;;visible;;321;/42322
#42320;PP2263ST-M;Stern, Matt, Anhänger (Set);6,00€;Höhe: ca.20mm;;;visible;;#NV;/42320
#42304;PP2253-SP;Kreuz mit Jesus;7,00€;Höhe: ca.28mm;;;visible;;321;/42304
#42303;PP2252;Kreuz;7,00€;Höhe: ca.24mm;;;visible;;321;/42303
#42300;PP2244;Kreuz;5,50€;Höhe: ca.21mm;;;visible;;321;/42300
#42299;PP2238;Echse;6,25€;Höhe: ca.28mm;;;visible;;#NV;/42299
#42297;PP2234-G;Engel mit Ringöse;7,00€;Höhe: ca.22mm;;;visible;;321;/42297
#42295;PP2234A-G;Engel;7,00€;Höhe: ca.22mm;;;visible;;321;/42295
#42294;PP2232-M;Kreuz;5,00€;Höhe: ca.18mm;;;visible;;321;/42294
#42293;PP2232-M,GP;Kreuz;6,25€;Höhe: ca.18mm;;;visible;;321;/42293
#42292;PP2232-G;Kreuz;5,00€;Höhe: ca.18mm;;;visible;;321;/42292
#42291;PP2223-SET-PERLMUTT;Perlmutt Platte mit Anker, Anhänger mit Ringöse (Sale);8,00€;Höhe: ca.22mm;SALE;;visible;;313;/42291
#42290;PP2212;Flügel;7,50€;Höhe: ca.29mm;;;visible;;#NV;/42290
#42286;PP2053;Heilige Maria;6,50€;Höhe: ca.20mm;;;visible;;321;/42286
#42285;PP2035;Kreuz;5,50€;Höhe: ca.32mm;;;visible;;321;/42285
#42284;PP1955-M;Spirale, Matt, Anhänger (Set);7,00€;Höhe: ca.21mm;;;visible;;373;/42284
#42277;PP1792;Kreuz;5,75€;Höhe: ca.23mm;;;visible;;321;/42277
#42276;PP1791-M;Kreuz;7,50€;Höhe: ca.27mm;;;visible;;321;/42276
#42275;PP1761;Engel;10,50€;Höhe: ca.30mm;;;visible;;321;/42275
#42274;PP1629-M;Herz;10,50€;Höhe: ca.20mm;;;visible;;#NV;/42274
#42272;PP1596-M;Gewölbtes Quadrat, Matt, Anhänger (Set);19,00€;ca.28x28mm;;;visible;;#NV;/42272
#42270;PP1455-OXI;Sonnenamulett;22,50€;Ø: ca.43mm;;;visible;;#NV;/42270
#42269;PP1447-G;Kreuz;6,50€;Höhe: ca.22mm;;;visible;;321;/42269
#42265;PP1196;Rasierklingel, Anhänger (Sale);5,00€;25x11mm;SALE;;visible;;237,303;/42265
#42264;PP1180;Großer Indianer Kopf, Oxi, Anhänger mit Schlaufe (Sale);5,00€;Höhe: ca.22mm;SALE;;visible;;237,303;/42264
#42262;PP1074;Chakra Rad Sonne;7,00€;Ø: ca.25mm;;;visible;;321;/42262
#42165;H0424-GP;OM;8,00€;15mm x 16mm;;;visible;;#NV;/42165
#42118;HEN412C;Giesskanne;9,75€;11x21mm;;;visible;;9;/42118
#42116;HEN412A;Giesskanne;9,75€;11x21mm;;;visible;;9;/42116
#42053;EP1712-M,GP;Kleeblatt;6,50€;Höhe: ca.7mm;;;visible;;389;/42053
#42052;EP1712-G;Kleeblatt Glanz;5,00€;Höhe: ca.7mm;;;visible;;#NV;/42052
#42051;EP1710-M;Rose;6,00€;Höhe: ca.10mm;;;visible;;#NV;/42051
#42047;EP1221-GEB;Kleine gewölbte Quadrate, Gebürstet, Ohrstecker (Set);6,00€;ca.6x6mm;;;visible;;319;/42047
#42046;EP1111-GP,SP;Geometrisch;7,00€;Höhe: ca.9mm;;;visible;;319;/42046
#42043;ES833-WH;Seestern mit ganz vielen kleinen Punkten/Kügelchen und 6 Zirkonia, Ohrstecker (Sale);5,00€;Höhe ca.12mm;SALE;;visible;;228,303,323,341;/42043
#42034;EP1722-GEB;Blume;5,50€;Höhe: ca.10mm;;;visible;;#NV;/42034
#42025;EP1644-M;Kleine runde Teller, Matt, Ohrstecker (Set);6,50€;Ø: ca.9mm;;;visible;;319,382;/42025
#42024;EP1644-GEB;Kleine runde Teller, Gebürstet, Ohrstecker (Set);6,50€;Ø: ca.9mm;;;visible;;319;/42024
#42017;EP1512B-M-GP;Runde gewellte Platte, Goldplattiert, Matt, Ohrhänger (Set);13,00€;Ø: ca.15mm;;;visible;;319;/42017
#42015;EP1231ST-M,GP;Kugel matt GP;9,00€;Ø: ca.8mm;;;visible;;319;/42015
#42010;EHS002-PK;Klappkreole Zirkonia;10,50€;17x 7mm;;;visible;;#NV;/42010
#42005;BL3,00;Kugel Armband 3mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );9,25€;17,5cm 8,25€, 18,5cm 8,75€, 19,5cm 9,25€;;;visible;;22,27,6;/42005
#42004;NS117-P;Blume;38,50€;Anpassbar;;;visible;;317;/42004
#42001;PSEN985-WH;Türkiser Seestern mit Zirkonia;11,50€;Höhe: 22mm;;;visible;;#NV;/42001
#41998;PS1046B-WH;Fatima Hand mit Zirkonia und Schlaufe;6,50€;Höhe: ca.23mm;;;visible;;321;/41998
#41995;PS1046A-WH;Fatima Hand mit Zirkonia und Ringöse;6,50€;Höhe: ca.23mm;;;visible;;321;/41995
#41992;PS1045A-WH;Fatima Hand mit Zirkonia und Ringöse;11,00€;Höhe: ca.28mm;;;visible;;321;/41992
#41980;PS1034-WH-M;Kreuz mit Zirkonia, Matt;11,00€;Höhe: ca.31mm;;;visible;;189,321;/41980
#41976;PS1012B;Erdbeere;6,00€;Höhe: ca.26mm;;;visible;;#NV;/41976
#41971;PS998-WH;Kreuz mit Zirkonia, Anhänger mit Schlaufe;6,50€;Höhe : 22mm;;;visible;;321;/41971
#41970;PS997-WH;Engel mit Zirkonia, Anhänger mit Schlaufe;4,50€;Höhe: 16mm;;;visible;;321;/41970
#41969;PS996-WH;Kreuz mit Zirkonia;7,00€;Höhe : 19mm;;;visible;;321;/41969
#41968;PS995-WH;Weiss Perle Runde;4,75€;Ø: ca.12mm;;;visible;;317;/41968
#41967;PS995-TUERKIS;Tuerkis Perle Runde;4,50€;Ø: ca.12mm;;;visible;;#NV;/41967
#41966;PS995-TIGERAUGE;Tigerauge Perle Runde;4,50€;Ø: ca.12mm;;;visible;;#NV;/41966
#41963;PS995-GREY;Grau Perle Runde;4,50€;Ø: ca.12mm;;;visible;;317;/41963
#41960;PS994-WH;große Perle, Weiß, Anhänger;5,50€;Ø: ca.14mm;;;visible;;317;/41960
#41959;PS994-TUERKIS;große Perle, Türkis, Anhänger;5,50€;Ø: ca.14mm;;;visible;;#NV;/41959
#41958;PS994-TIGERAUGE;große Perle, Braun/Tigerauge, Anhänger;5,50€;Ø: ca.14mm;;;visible;;#NV;/41958
#41957;PS994-ROSENQUARZ;Rosenquarz Kugel Anhänger mit Schlaufe;5,50€;Ø: ca.14mm;;;visible;;#NV;/41957
#41956;PS994-ONYX;Onyx Kugel Anhänger mit Schlaufe;5,50€;Ø: ca.14mm;;;visible;;#NV;/41956
#41954;PS994-CH;Champagner Kugel Anhänger mit Schlaufe;5,50€;Ø: ca.14mm;;;visible;;317;/41954
#41951;PS984-WH;Seestern mit Zirkonia;11,50€;Höhe: 22mm;;;visible;;#NV;/41951
#41950;PS983-WH;Kreuz mit Zirkonia, Anhänger mit Schlaufe;13,00€;Höhe 27mm;;;visible;;321;/41950
#41949;PS982-WH;Kreuz mit Zirkonia, Anhänger mit Schlaufe;16,50€;Höhe : 35mm;;;visible;;321;/41949
#41946;PS933-WH;Großes Kreuz mit Zirkonia, Anhänger mit Schlaufe;11,50€;Höhe : 40mm;;;visible;;321;/41946
#41937;PS533A-WH;Flügel;12,50€;Höhe: ca.29mm;;;visible;;#NV;/41937
#41936;PS373-PK;;8,50€;Höhe: 38mm;SALE;;visible;;#NV;/41936
#41934;PS364-RED;Rotes Kreuz aus Zirkonia, Anhänger (Sale);12,00€;Höhe: 53mm;SALE;;visible;;321;/41934
#41922;RS594P-GR;Graue Perle in der Mitte,  glänzend;17,00€;Gr. 52, 54, 56, 58, 60;;;visible;;317;/41922
#41853;NS123-WH;Eternity;19,50€;42+3cm;;;visible;;#NV;/41853
#41849;RS811-WH;Buddha Knoten;12,50€;52,54,58,60,62;;;visible;;#NV;/41849
#41842;PS1067-WH-GP;Buddha Knoten/Infinity mit Zirkonia, Goldplattiert, Anhänger (Sale);10,00€;Höhe: 34mm;SALE;;visible;;1,321,351,373;/41842
#41841;PS1032-WH;Seestern;6,00€;Höhe: ca.15mm;;;visible;;#NV;/41841
#41831;PP2308A-GEB;Rose, Gebürstet, Anhänger mit Schlaufe (Sale);3,00€;Ø: ca.16mm;SALE;;visible;;367;/41831
#41827;PP2290;Eule auf einem Ast mit Ringöse;4,00€;Höhe: ca.20mm;;;visible;;217;/41827
#41814;ES877-WH;Buddha Knoten mit vielen Zirkonias besetzt;18,50€;Höhe: 24mm;;;visible;;#NV;/41814
#41806;EP1724-GEB;Rose, Gebürstet , Ohrhänger (Sale);5,00€;Höhe: ca.12mm;SALE;;visible;;228,303,367;/41806
#41794;EP1707-GEB;Blume Kleeblatt;5,00€;Höhe: ca.8mm;;;visible;;389;/41794
#41789;EP1327-M;Rechteckt mit Spirale unten, Matt/Glanz, Ohrstecker (Set);11,50€;Höhe: ca.17mm;;;visible;;319,373;/41789
#41783;SNAKE2,3MM;Schlangenkette Stärke ca. 2,3mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );22,50€;Stärke ca. 2,3mm 40cm 19,00, 45cm 21,00€, 50cm 22,50€, 55cm 24,00€, 60cm 25,50€;;;visible;;26;/41783
#41782;SNAKE1035KTP8L-PK;Eckig Schlangenkette Rose vergoldet Stärke ca. 1,5mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );6,50€;55cm;WHILE STOCKS LAST;2023. 12. 20.;visible;;26;/41782
#41781;SNAKE1,0MM;Schlangenkette Stärke ca. 1mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );7,25€;Stärke ca. 1mm 36cm 5,00€, 38cm 5,25€, 40cm 5,50€,40cm  5er Pack 27,50€, 42cm 5er Pack  28,75€, 45cm 5er Pack 31,25€, 50cm 7,25€, 50cm 5er Pack 36,25€;;;visible;;26;/41781
#41780;SNAKE1,9MM;Schlangenkette Stärke ca. 1,9mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );16,50€;Stärke ca. 1,9mm 40cm 13,00€, 42cm 14,00€, 45cm 3er Pack 45,00€, 50cm 16,50€, 50cm 3er Pack 49,50€;;;visible;;26;/41780
#41779;SNAKE1,6MM;Schlangenkette Stärke ca. 1,6mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );14,00€;Stärke ca. 1,6mm 40cm 10,00€, 40cm 3er Pack 30,00€, 42cm 10,50€, 42cm 3er Pack 31,50€, 45cm 11,00€, 45cm 3er Pack 34,50€, 50cm 12,50€, 50 3er Pack 37,50€;;;visible;;26;/41779
#41778;SNAKE1,4MM;Schlangenkette Stärke ca. 1,4mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );12,50€;Stärke ca. 1,4mm   40cm 7,75€,40cm 3er Pack 22,50€, 42cm 8,50€, 42cm 3er Pack 25,50€, 45cm 3er Pack 27,75€, 50cm 3er Pack 29,85€,  60cm 12,50€, 60cm 3er Pack 37,50€;;;visible;;26;/41778
#41777;SNAKE1,2MM;Schlangenkette Stärke ca. 1,2mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );10,50€;Stärke ca. 1,2mm 38cm 6,00€, 38cm  5er Pack 30,00€, 40cm 6,50€,40cm 5er Pack 32,50€, 42cm 7,75€, 42cm 5er Pack 38,75€, 45cm 8,00€, 45cm 5er Pack 40,00€, 50cm 7,25€, 50cm 8,50€, 50cm 5er Pack 42,50€, 60cm 10,50€,  60cm 5er Pack 44,50€;;;visible;;26;/41777
#41768;PP2267;Schneeflocke, Anhänger mit Schlaufe (Set);6,00€;Höhe: ca.22mm;;;visible;;181;/41768
#41762;PP2279-M;Stern mit Ringöse, Matt;4,50€;Höhe: ca.14mm;;;visible;;#NV;/41762
#41760;PP2279-GEB;Stern mit Ringöse, Gebürstet;4,50€;Höhe: ca.14mm;;;visible;;#NV;/41760
#41757;PP2278-M;Stern mit Ringöse, Matt;5,75€;Höhe: ca.11mm;;;visible;;#NV;/41757
#41755;PP2278-G;Stern mit Ringöse, Glänzend;5,75€;Höhe: ca.11mm;;;visible;;#NV;/41755
#41750;PP2256A-GP;Schmetterling mit Ringöse, Goldplattiert;2,00€;Höhe: ca.17mm;;;visible;;217;/41750
#41744;PP2234-M;Engel mit Ringöse;7,00€;Höhe: ca.22mm;;;visible;;321;/41744
#41743;PP2234-GP;Engel mit Ringöse vergoldet;8,00€;Höhe: ca.22mm;;;visible;;321;/41743
#41738;PP2207;baum;8,00€;Höhe: ca.27mm;;;visible;;#NV;/41738
#41724;PP2299;Herz durchbrochen;5,50€;Höhe: ca.12mm;;;visible;;217,335;/41724
#41706;PP2262-M;Welliges Quadrat, Matt, Anhänger (Set);12,00€;ca.25x25mm;;;visible;;382;/41706
#41681;RL116;Rollo Kette 2mm  ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );15,50€;42cm 7,25€,, 50cm 8,25€, 60cm 9,75€, 70cm 11,25€, 80cm 13,25€, 90cm 15,50€;;;visible;;26;/41681
#41679;RL110;Rollo Kette ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );11,50€;40cm 10,50€, 42cm 11,50€;WHILE STOCKS LAST;2023. 12. 21.;visible;;26;/41679
#41635;EHS062I-PERLMUTT;Klappkreole Zirkonia und Perlmutt inlay;20,50€;12x8mm;;;visible;;#NV;/41635
#41622;EHS056-BLK,RHO;Klappkreole Zirkonia;13,25€;14x4mm;;;visible;;#NV;/41622
#41619;EHS044-WH;Klappkreole perle;17,50€;Höhe: 13mm;;;visible;;#NV;/41619
#41615;EHS011P-WH;Klappkreole Perle;20,50€;14x5mm;;;visible;;#NV;/41615
#41607;EH061-M,G1;Klappkreole matt glanz;23,00€;Höhe: 13mm;;;visible;;#NV;/41607
#41606;EH061-M,G;Klappcreole matt glanz;23,00€;Höhe: 13mm;;;visible;;#NV;/41606
#41598;EH154-M;Klappkreole matt rund;13,75€;13x3mm;;;visible;;#NV;/41598
#41597;EH154-G;Klappkreole glanz rund;13,75€;13x3mm;;;visible;;#NV;/41597
#41596;EH143-M;Klappkreole matt rund;16,00€;13x6mm;;;visible;;#NV;/41596
#41595;EH143-GEB;Klappkreole gebürstet rund;16,00€;13x6mm;;;visible;;#NV;/41595
#41594;EH143-G;Klappkreole glanz rund;16,00€;13x6mm;;;visible;;#NV;/41594
#41593;EH142;Klappkreole spiralen;16,75€;13x7mm;;;visible;;#NV;/41593
#41592;EH137-G;Klappkreole  glanz;12,00€;15x4mm;;;visible;;#NV;/41592
#41590;EH135-M;Klappkreole eckig;14,50€;Höhe:18mm;;;visible;;#NV;/41590
#41589;EH132-M;Klappkreole matt oval;12,75€;16x3mm;;;visible;;#NV;/41589
#41588;EH132-G;Klappkreole matt oval;12,75€;16x3mm;;;visible;;#NV;/41588
#41586;EH128-M;Klappkreole matt;16,00€;Höhe: 29mm;;;visible;;#NV;/41586
#41585;EH128-G;Klappkreole glanz;14,50€;Höhe:29mm;;;visible;;#NV;/41585
#41583;EH117-M,G;Klappkreole matt glanz;11,50€;12x4mm;;;visible;;#NV;/41583
#41582;EH113-M,G;Klappkreole;11,50€;Höhe: 15mm;;;visible;;#NV;/41582
#41581;EH111-M,G;Klappkreole matt glanz;17,50€;19x6mm;;;visible;;#NV;/41581
#41579;EH109-M,G;Klappkreole matt glanz;8,75€;Höhe: 13mm;;;visible;;#NV;/41579
#41578;EH109A-G,M;Klappkreole glanz matt;8,75€;Höhe: 13mm;;;visible;;#NV;/41578
#41575;EH107-M;Klappkreole matt;10,50€;Höhe: ca.14mm;;;visible;;#NV;/41575
#41574;EH105-M;Klappkreole matt rund;16,50€;20x5mm;;;visible;;#NV;/41574
#41573;EH105-G;Klappkreole glanz rund;16,50€;20x5mm;;;visible;;#NV;/41573
#41572;EH104-M;Klappkreole matt rund;8,25€;11x3mm;;;visible;;#NV;/41572
#41571;EH104-G;Klappkreole glanz rund;8,25€;11x3mm;;;visible;;#NV;/41571
#41570;EH103-M;Klappkreole matt;11,50€;Höhe: 9mm;;;visible;;#NV;/41570
#41569;EH103-G;Klappkreole glanz;11,50€;Höhe: 9mm;;;visible;;#NV;/41569
#41567;EH100-M;Klappkreole matt rund;15,00€;10x4mm;;;visible;;#NV;/41567
#41566;EH100-GEB;Klappkreole geb rund;15,00€;10x4mm;;;visible;;#NV;/41566
#41564;EH099-M,G;Klappkreole matt glanz;10,00€;Höhe: 14mm;;;visible;;#NV;/41564
#41563;EH098-M;Klappkreole matt rund;13,00€;13x4mm;;;visible;;#NV;/41563
#41562;EH098-G;Klappkreole glanz rund;13,00€;13x4mm;;;visible;;#NV;/41562
#41561;EH096-M;Klappkreole matt;14,50€;Höhe: 17mm;;;visible;;#NV;/41561
#41560;EH096-G;Klappkreole glanz;14,50€;Höhe: 17mm;;;visible;;#NV;/41560
#41558;EH094;Klappkreole;10,50€;13x4mm;;;visible;;#NV;/41558
#41556;EH093-GEB;Klappkreole eckig;17,50€;H-12mmxB-15mm, Stärke-6mm;;;visible;;#NV;/41556
#41553;EH091-M;Klappkreole matt rund;12,00€;13x4mm;;;visible;;#NV;/41553
#41552;EH091-G;Klappkreole glanz rund;12,00€;13x4mm;;;visible;;#NV;/41552
#41551;EH090-M;Klappkreole matt;15,00€;15x5mm;;;visible;;#NV;/41551
#41549;EH090-G;Klappkreole glanz;15,00€;15x5mm;;;visible;;#NV;/41549
#41548;EH089-M;Klappkreole matt rund;17,75€;13x9mm;;;visible;;#NV;/41548
#41546;EH089-G;Klappkreole glanz rund;17,75€;13x9mm;;;visible;;#NV;/41546
#41545;EH088-2;Herz;20,50€;23x3mm;;;visible;;#NV;/41545
#41544;EH088;Herz;20,50€;23x3mm;;;visible;;#NV;/41544
#41543;EH087-M;Herz;7,50€;13x2mm;;;visible;;#NV;/41543
#41541;EH085-M;Klappkreole matt rund;28,50€;40x3mm;;;visible;;#NV;/41541
#41540;EH085-G;Klappkreole matt glanz;28,50€;40x3mm;;;visible;;#NV;/41540
#41539;EH084-M;Klappkreole matt rund;18,50€;24x3mm;;;visible;;#NV;/41539
#41538;EH084-G;Klappkreole glanz rund;18,50€;24x3mm;;;visible;;#NV;/41538
#41537;EH083-M;Klappkreole matt Quadrat;15,00€;14x3mm;;;visible;;#NV;/41537
#41536;EH083-G;Klappkreole glanz Quadrat;15,00€;14x3mm;;;visible;;#NV;/41536
#41535;EH081-M,G;Klappkreole matt glanz;13,50€;Höhe: 22mm;;;visible;;#NV;/41535
#41534;EH080-M;Klappkreole V design;24,50€;Höhe: 24mm;;;visible;;#NV;/41534
#41533;EH080-GEB;Klappkreole V Design;24,50€;Höhe: 24mm;;;visible;;#NV;/41533
#41532;EH080-G;Klappkreole V Design;24,50€;Höhe: 24mm;;;visible;;#NV;/41532
#41531;EH074-M;Klappkreole matt U;11,50€;13x4mm;;;visible;;#NV;/41531
#41530;EH074-G;Klappkreole glanz U;11,50€;13x4mm;;;visible;;#NV;/41530
#41529;EH073-M;Klappkreole matt;23,25€;14x9mm;;;visible;;#NV;/41529
#41528;EH073-GEB;Klappkreole gebürstet;23,25€;14x9mm;;;visible;;#NV;/41528
#41527;EH073-G;Klappkreole glanz;23,25€;14x9mm;;;visible;;#NV;/41527
#41523;EH071-M;Klappcreole;17,00€;18x3mm;;;visible;;#NV;/41523
#41522;EH071-G;Klappcreole;17,00€;18x3mm;;;visible;;#NV;/41522
#41520;EH068,M,G;Klappkreole matt glanz;13,00€;12x6mm;;;visible;;#NV;/41520
#41519;EH067-M;Klappkreole matt rund;35,00€;32x5mm;;;visible;;#NV;/41519
#41514;EH065-M;Klappkreole matt;11,50€;Höhe: 14mm;;;visible;;#NV;/41514
#41513;EH064-M;Klappkreole matt rund;19,50€;20x6mm;;;visible;;#NV;/41513
#41511;EH063-M;Klappkreole matt Quadrat;17,50€;13x7mm;;;visible;;#NV;/41511
#41510;EH063-GEB;Klappkreole gebürstet  Quadrat;17,50€;13x7mm;;;visible;;#NV;/41510
#41508;EH062,M,G;Klappkreole;17,00€;Höhe: 20mm;;;visible;;#NV;/41508
#41498;EH059-M;Klappkreole matt;14,75€;17x7mm;;;visible;;#NV;/41498
#41496;EH059-G;Klappkreole glanz;14,75€;17x7mm;;;visible;;#NV;/41496
#41495;EH058-M,G;Klappkreole matt glanz;19,50€;Höhe: 33mm;;;visible;;#NV;/41495
#41494;EH058-GEB,G;Klappkreole gebürstet glanz;19,50€;Höhe: 33mm;;;visible;;#NV;/41494
#41493;EH057-M;Klappkreole matt rund;23,50€;27x4mm;;;visible;;#NV;/41493
#41492;EH057-G;Klappkreole glanz rund;24,75€;27x4mm;;;visible;;#NV;/41492
#41491;EH055-M;Klappkreole matt geschwungen;26,50€;28x8mm;;;visible;;#NV;/41491
#41489;EH052-M;Klappkreole matt;14,75€;15x5mm;;;visible;;#NV;/41489
#41488;EH052-G;Klappkreole glanz;14,75€;15x5mm;;;visible;;#NV;/41488
#41487;EH050;Klappkreole;23,50€;Höhe: 27mm;;;visible;;#NV;/41487
#41486;EH049;Klappkreole;13,50€;28x3mm;;;visible;;#NV;/41486
#41482;EH038-M;Klappkreole;9,50€;9x3mm;;;visible;;#NV;/41482
#41481;EH038-G;Klappkreole;9,50€;9x3mm;;;visible;;#NV;/41481
#41480;EH037;Klappkreole;21,75€;Höhe: 18mm;;;visible;;#NV;/41480
#41465;ANKER100;Anker Stärke 3mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );25,75€;Stärke 3mm;;;visible;;22,22,26,26,27,27,6,6;/41465
#41463;ANKER060;Anker Stärke 2mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );15,50€;Stärke 2mm  40cm 9,50€,  42cm 10,00€ , 45cm 11,00€,  50cm 12,00€,  60cm 13,50€,  70cm 14,75€,  80cm 15,50€;;;visible;;22,26,27,6;/41463
#41444;KGF120;Panzerarmband Stärke: ca. 4mm;13,00€;Stärke ca. 4mm 19cm 13,00€;WHILE STOCKS LAST;;visible;;237,26;/41444
#41443;KGF100;Panzerarmband Stärke: ca. 3,5mm;12,00€;Stärke: ca 3,5mm 21cm 12,00€;WHILE STOCKS LAST;;visible;;237,26;/41443
#41440;KOENIG170;Königskette Königsarmband Stärke: 7mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );294,50€;Königskette Stärke ca. 7mm 20cm 89,50€, 21cm 98,50€, 22cm 101,90€, 23cm 104,50€, 24cm 111,50€, 50cm 235,50€, 55cm 250,50€, 60cm 267,50€, 65cm 294,50€;;;visible;;237,26;/41440
#41439;KOENIG140;Königskette Königsarmband Stärke: ca. 5,5mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );222,00€;Stärke ca. 5,5mm 20cm 72,50€, 21cm 73,50€, 22cm 74,50€, 23cm 75,50€, 50cm 174,00€, 55cm 184,00€, 60cm 194,00€, 65cm 209,50€;;;visible;;237,26;/41439
#41438;KOENIG120;Königskette Königsarmband Stärke: ca. 4,5mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );204,00€;Königskette Stärke ca. 4,5mm 19cm 52,00€, 20cm 55,00€, 22cm 61,00€, 23cm 64,00€, 50cm 124,00€,  55cm 144,00€, 60cm 164,00€, 65cm 184,00€, 70cm 204,00€;;;visible;;237,26;/41438
#41437;KOENIG100;Königskette Königsarmband Stärke: ca. 3,5mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );104,50€;Königskette Stärke ca. 3,5mm 19cm 35,50€, 20cm 39,50€, 21cm 42,50€, 22cm 45,50€, 45cm 78,50€, 50cm 83,50€, 60cm 94,50€, 65cm 104,50€;;;visible;;237,26;/41437
#41436;KOENIG080;Königskette Königsarmband Stärke: ca. 3mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );70,00€;Königskette Stärke ca. 3mm - 20cm 22€ | 21cm 22,50€ | 45cm 47,00€ | 50cm 55,00€ | 55cm 56,50€ | 60cm 65,80€ | 65cm 70,00€;;;visible;;237,26;/41436
#41435;KOENIG060;Königskette Königsarmband Stärke: ca. 2,2mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );40,40€;Königskette Stärke ca. 2,2mm - 18mm 11,50€, 19cm 12,25€, 20cm 18,30€, 42cm 26,70€, 45cm 28,40€, 50cm 31,60€, 55cm 34,00€, 65cm 40,40€;;;visible;;237,26;/41435
#41434;KOENIG050;Königskette Königsarmband Stärke: ca. 2mm ( im Warenkorb bei Kommentar Feld bitte die gewünschte länge schreiben );32,00€;Königskette Stärke ca. 2mm 18cm 10,00€, 19cm 10,50€, 42cm 19,00€, 45cm  20,50€,   50cm 22,50€, 55cm 25,50€, 60cm 28,00€, 70cm 32,00€€;;;visible;;237,26;/41434
