No.;name;comment;sizes;availability;expiry;Visibility;Revise;category;image;price
#64506;ES1178-WH-GP;Blume GP, 4 Navet Zirkonia;ca. 14 mm;NEW;2023. 12. 31.;visible;;190;/64506;9,50
#64505;ES1178-WH;Blume, 4 Navet Zirkonia;ca. 14 mm;NEW;2023. 12. 31.;visible;;190;/64505;8,50
#64504;PS1356-WH-GP;Blume GP, 4 Navet Zirkonia, AnhÃ¤nger mit Schlaufe;ca. 19 mm;NEW;2023. 12. 31.;visible;;190;/64504;8,50
#64503;PS1356-WH;Blume, 4 Navet Zirkonia, AnhÃ¤nger mit Schlaufe;ca. 19 mm;NEW;2023. 12. 31.;visible;;190;/64503;7,50
#64502;NP-C-10496-42+3CM;Collier mit Herz, Puzzle, Blume, Platte;42+3 cm;NEW;2023. 12. 31.;visible;;190;/64502;10,00
#64501;NP872ST-GP;Collier mit 7 PlÃ¤ttchen;45+3 cm;NEW;2023. 12. 31.;visible;;190;/64501;43,50
#64500;NP872ST;Collier mit 7 PlÃ¤ttchen;45+3 cm;NEW;2023. 12. 31.;visible;;190;/64500;33,50
#64499;NS166-40+5CM;Kreis mit Zirkonia;40+5 cm;NEW;2023. 12. 31.;visible;;190;/64499;20,50
#64498;NS165-40+5CM;Kreis im Kreis mit weiÃŸem Zirkonia;40+5cm;NEW;2023. 12. 31.;visible;;190;/64498;29,50
#64497;RS937-WH;Vintage Stil mit Zirkonia;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64497;11,00
#64496;RP1421;Zaunmuster mit Navette und kleinen Kugeln;Gr. 52, 54, 56, 58, 60, 62, 64;;;visible;;;/64496;8,50
#64495;RS917-G-GEB-WHP;Runde Platte, Glanz/GebÃ¼rstet mit Perle;Gr. 52, 54, 56, 58, 60, 62;;;visible;;317;/64495;18,00
#64494;RS917-G-GEB-WH;Runde Platte, Glanz/GebÃ¼rstet mit WHcz;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64494;17,00
#64493;RS948-WHP;2-Reihig mit Perle Steg;Gr. 52, 54, 56, 58, 60, 62;;;visible;;317;/64493;9,75
#64492;RSN60-TUERKIS;Ovaler Siegelring, TÃ¼rkis (SALE);Gr. 56, 62, 64, 66, 68, 70, 72;SALE;;visible;;;/64492;15,00
#64491;RSN60-ONYX;Ovaler Sigelring, Onyx (SALE);Gr. 54, 56, 58, 60, 62, 64, 66, 68, 70, 72,;SALE;;visible;;;/64491;15,00
#64490;RSN001-GRANAT;Ovaler Granat Ring;Gr. 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63;;;visible;;;/64490;19,50
#64489;RS946-WH;Offener Ring, 2 rechteckige Zirkonia;Gr. 52, 54, 56, 58, 60, 62, 64;;;visible;;;/64489;9,00
#64488;RS946-RUBY;Offener Ring, 2 rechteckige Zirkonia, Ruby;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64488;9,00
#64487;RS946-GRANAT;Offener Ring, 2 rechteckige Zirkonia, Granat;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64487;9,00
#64486;RS947-BLAU;Rechteckiger Zirkonia Blau;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64486;7,75
#64485;RS947-GRUEN;Rechteckiger Zirkonia GrÃ¼n Emerald;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64485;7,75
#64484;RS947-WH;Rechteckiger Zirkonia;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64484;7,75
#64483;RS947-GRANAT;Rechteckiger Zirkonia Granat;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64483;7,75
#64482;RS947-RUBYRED;Rechteckiger Zirkonia Rubyred;Gr. 52, 54, 56, 58, 60, 62;;;visible;;;/64482;7,75
#64481;ESN007-LABRADORITE;Tropfen Labradorite OhrhÃ¤nger;HÃ¶he: 16 mm;;;visible;;;/64481;10,50
#64480;H1899;Blume Rahmen mit Karabiner;14 x 14 mm;;;visible;;9;/64480;4,50
#64479;H096-ENGEL;Engel mit Akkordium mit Karabiner;HÃ¶he: 21 mm;;;visible;;181,217,9;/64479;6,00
#64478;PP3294;Offener Stern AnhÃ¤nger mit Schlaufe;HÃ¶he: ca. 11 mm;;;visible;;;/64478;5,00
#64477;PS1352-BLAUER-OPAL;Anker mit blauem Opal;HÃ¶he: ca. 22 mm;;;visible;;223;/64477;6,50
#64476;EP2769;2 Quadrate, 1 voll, 1 leer;HÃ¶he: 15 mm;NEW;2023. 11. 30.;visible;;319;/64476;6,00
#64475;EP1481-M;Spirale, Matt, Ohrstecker (Set);Ã˜: ca.11mm;;;visible;;;/64475;8,00
#64474;EP2066-M-GP;Mini Smiley Ohrstecker, goldplattiert;Ã˜: 6 mm;;;visible;;217;/64474;6,00
#64473;ES1108-GP-NASENSTECKER;Nasenstecker GP mit WHcz;;;;visible;;320;/64473;3,00
#64472;ES1108-WH-NASENSTECKER;Nasenstecker mit WHcz;;;;visible;;320;/64472;2,00
#64471;ERSQ6X6-PK;Ohrstecker Square Pink Zirkonia;6 x 6 mm;;;visible;;;/64471;2,00
#64470;VERLAENGERUNG;VerlÃ¤ngerung 3,5cm, 5er Pack/StÃ¼ck 0,80â‚¬;3,5 cm;;;visible;;9;/64470;4,00
#64469;ES731-AM;Square Zirkonia Stecker, lila;3 x 3 mm;;;visible;;;/64469;3,00
#64468;ES731-R;Square Zirkonia Stecker, rot;3 x 3 mm;;;visible;;;/64468;3,00
#64467;ES731-CH;Square Zirkonia Stecker, champagner;3 x 3 mm;;;visible;;;/64467;3,00
#64466;ES731-WH;Square Zirkonia Stecker, weiÃŸ;3 x 3 mm;;;visible;;;/64466;4,00
#64465;ES731-LG;Square Zirkonia Stecker, hellgrÃ¼n;3 x 3 mm;;;visible;;;/64465;3,00
#64464;ES731-BLK;Square Zirkonia Stecker, schwarz;3 x 3 mm;;;visible;;;/64464;3,00
#64463;ES416-LG;Zargen Fassung, Zirkonia;Zirkonia Rund: 4 mm;;;visible;;;/64463;4,50
#64462;ES416-AM;Zargen Fassung, Zirkonia;Zirkonia Rund: 4 mm;;;visible;;;/64462;4,50
#64461;ES416-OL;Zargen Fassung, Zirkonia;Zirkonia Rund: 4 mm;;;visible;;;/64461;4,50
#64460;EP2822ST;Delfin Ohrstecker;HÃ¶he: 8 mm;NEW;2023. 11. 30.;visible;;;/64460;3,50
#64459;ES739PST-GREY;SÃ¼ÃŸwasserperle grau;ca. 8 mm;NEW;2023. 11. 30.;visible;;317;/64459;6,50
#64458;ESN37-RAUCHQUARZ;OhrhÃ¤nger Rauchquarz, rund, geschliffen (SALE);HÃ¶he: ca. 20 mm;SALE;;visible;;228,303;/64458;5,75
#64457;ESN006-MONDSTEIN;Mondstein Lotus Blume, OhrhÃ¤nger;HÃ¶he: ca. 19 mm;;;visible;;;/64457;10,50
#64456;ESN003-MORGONITE;Morgonite OhrhÃ¤nger;HÃ¶he: ca. 16 mm;;;visible;;;/64456;14,50
#64454;ES1174-WH;Rechteckiger Zirkonia;3 x 7 mm;NEW;2023. 11. 30.;visible;;190;/64454;5,00
#64453;EP2771-GP;Eckiger Stab, goldplattiert;12 mm;NEW;2023. 11. 30.;visible;;190;/64453;6,00
#64452;EP2771;Eckiger Stab, glÃ¤nzend;12 mm;NEW;2023. 11. 30.;visible;;190;/64452;4,75
#64451;ES1184ST-PERLMUTT;Fisch mit Perlmutt, Ohrstecker;ca. 9 mm;NEW;2023. 11. 30.;visible;;190;/64451;5,25
#64450;EP2770-GP;Eckige Halbcreolen mit Stecker, Goldplattiert;HÃ¶he: 16 mm;NEW;2023. 11. 30.;visible;;190;/64450;8,50
#64449;ES1105ST-WHP;Stab mit Perle, Ohrstecker;Stab: 20 mm, Perle: 3 mm;;;visible;;317;/64449;6,00
#64448;BS341-GP-WH;DÃ¼nner Armreif mit WHcz, Goldplattiert;;SOLD OUT;;hidden;;190,22,27,6;/64448;12,50
#64447;ES1184ST-ABALONE;Fisch mit Abalone Ohrstecker;ca. 9 mm;NEW;2023. 11. 30.;visible;;190;/64447;5,25
#64446;EP2770;Eckige Halbcreolen mit Stecker;HÃ¶he: 16 mm;NEW;2023. 11. 30.;visible;;190;/64446;7,00
#64445;ES1105-WHP-GP;Stab mit Perle, Ohrstecker, Goldplattiert;Stab: 20 mm, Perle: 3 mm;;;visible;;317;/64445;7,00
#64443;EP2669;Pferdekopf Ohrstecker;HÃ¶he: ca. 9 mm;NEW;2023. 11. 30.;visible;;190,217;/64443;5,50
#64442;EP2809ST;Halbcreole;19 mm;;;visible;;190;/64442;8,50
#64441;EPEN031-HBLAU;Mini Seestern, emaille;ca. 5 mm;NEW;2023. 11. 30.;visible;;190;/64441;4,50
#64440;ES1185ST-ABL;Muschel mit Abalone;ca. 10 mm;NEW;2023. 11. 30.;visible;;190;/64440;6,50
#64439;ES1185ST-PERLMUTT;Muschel mit Perlmutt;ca. 10 mm;NEW;2023. 11. 30.;visible;;190;/64439;6,50
#64438;ES1185ST-MULTI;Muschel mit farbigem Perlmutt/Multi;ca. 10 mm;NEW;2023. 11. 30.;visible;;190;/64438;6,50
#64437;ES1183ST-PERLMUTT;FischgrÃ¤te mit Perlmutt;ca. 13 mm;NEW;2023. 11. 30.;visible;;190;/64437;5,50
#64436;ES1183ST-ABALONE;FischgrÃ¤te mit Abalone;ca. 13 mm;NEW;2023. 11. 30.;visible;;190;/64436;5,50
#64435;PS1361-BLAUERPERLMUTT;Seepferd mit Blauerperlmutt Inlay;42 mm;NEW;2023. 11. 30.;visible;;190;/64435;11,00
#64434;PS1361-PERLMUTT;Seepferd mit Perlmutt Inlay;42 mm;NEW;2023. 11. 30.;visible;;190;/64434;11,00
#64433;EP2631;Creole mit KÃ¼gelchen;13 mm;NEW;2023. 11. 30.;visible;;190;/64433;7,50
#64432;EP2766;Wavy Stick, Glanz;ca. 28 mm;NEW;2023. 11. 30.;visible;;190;/64432;8,25
#64431;EP2816ST;Twisted Halbcreole;20 mm;NEW;2023. 11. 30.;visible;;190;/64431;8,50
#64430;EP2812ST;Halbcreole Matt;15 x 8 mm;NEW;2023. 11. 30.;visible;;190;/64430;10,50
#64429;EP2813ST;Halbcreole Matt;15 x 6 mm;NEW;2023. 11. 30.;visible;;190;/64429;9,50
#64428;EP2817ST;Halbe U-Form Creole;29 mm;;;visible;;190;/64428;12,50
#64427;EP2814ST;U-Form Creole, geschwungen, matt;31 mm;NEW;2023. 11. 30.;visible;;190;/64427;12,50
#64426;EP2808ST;GehÃ¤mmert, diamantiert, Creole;;NEW;2023. 11. 30.;visible;;190;/64426;10,50
#64425;EP2803ST;Henkel Creole;25 mm;;;visible;;190;/64425;14,50
#64424;EP2801ST;Breite Creolen;30 x 11 mm;NEW;2023. 11. 30.;visible;;190;/64424;15,50
#64423;EP2805ST;Runde Creolen;4 x 50 mm;NEW;2023. 11. 30.;visible;;190;/64423;22,50
#64422;EP2810ST;Halbcreole, geschwungen, gedreht;29 mm;NEW;2023. 11. 30.;visible;;190;/64422;15,50
#64421;EP2807ST;Creolen;30 x 3 mm;NEW;2023. 11. 30.;visible;;190;/64421;12,00
#64420;EP2806ST;Creolen;4,5 x 50 mm;NEW;2023. 11. 30.;visible;;;/64420;20,50
#64419;EP2802ST;U-Form;HÃ¶he: 29 mm;NEW;2023. 11. 30.;visible;;190;/64419;10,50
#64418;EP2815ST;Rechteckig, draht Halbcreole;34 mm;NEW;2023. 11. 30.;visible;;190;/64418;12,50
#64417;EP2811ST;DÃ¼nne Halbcreolen;60 mm;NEW;2023. 11. 30.;visible;;190;/64417;18,50
#64416;EP2804ST;Massive Creolen;34 x 5 mm;;;visible;;;/64416;21,50
#64415;PP3289ST-M;Kugel, Matt, mit Schlaufe;Ã˜: 14 mm;NEW;2023. 11. 30.;visible;;190;/64415;8,50
#64414;PP3289ST-GP-M;Kugel matt, goldplattiert, mit Schlaufe;Ã˜: 14 mm;NEW;2023. 11. 30.;visible;;190;/64414;10,50
#64413;NS172-MOP-SWZ;Echtsteine, Silber, SÃ¼ÃŸwasserperle, Perlmutt;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64413;21,50
#64412;NS175-LAPIS-TUERKIS;Echtsteine, Silber, SÃ¼ÃŸwasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64412;16,50
#64411;NS172-LABRADORITE-SWZ;Echtsteine, Silber, SÃ¼ÃŸwasserperle, Labradorite;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64411;21,50
#64410;NS172-AMETHYST-SWZ;Echtsteine, Silber, SÃ¼ÃŸwasserperle, Amethyst;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64410;21,50
#64409;NS172-DRAGONJASPER;Echtsteine, Silber, SÃ¼ÃŸwasserperle, Dragonjasper;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64409;21,50
#64408;BS377-SWZ-JASPER;Echtsteine, Echtperle, elastisch, Jasper;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64408;9,50
#64407;NS174-SWZ-MULTI;Multicolor, Echtsteine, Sterlingkugel;;NEW;2023. 11. 30.;visible;;190;/64407;18,50
#64406;NS173-LAPIS-SWZ-TQ;Echtsteine, Silber, SÃ¼ÃŸwasserperle, Lapis, TÃ¼rkis;42+3 cm;NEW;2023. 11. 30.;visible;;190;/64406;21,50
#64405;NS171-GP-SWZ-GARNET;Echtsteine, Granat, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64405;22,50
#64404;NS171-GRANAT-SWZ;Echtsteine, Silber, Granat, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64404;21,50
#64403;NS172-ONYX-SWZ;Echtsteine, Silber, Onyx, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64403;21,50
#64402;NS172-KARNEOL-SWZ;Echtsteine, Silber, Karneol, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64402;21,50
#64401;NS172-UNAKITE-SWZ;Echtsteine, Silber, Unakit, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64401;21,50
#64400;NS172-RQ-SWZ;Echtsteine, Silber, Rosenquarz, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64400;21,50
#64399;NS172-TG-SWZ;Silberkugel, Tigerauge, Suesswasserperle;41+3 cm;NEW;2023. 11. 30.;visible;;190;/64399;21,50
#64398;BS397-SMILEY;elastisch, Perlmutt, Smiley schwarz;;NEW;2023. 11. 30.;visible;;190,217,22,27,6;/64398;6,00
#64397;BS397-SCHUTZAUGE;elastisch, Perlmutt, Schutzauge;;NEW;2023. 11. 30.;visible;;190,22,27,321,6;/64397;6,00
#64396;BS397-KLEEBLATT-BLK;Kleeblatt schwarz, elastisch, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,389,6;/64396;6,00
#64395;BS397-KLEEBLATT;Kleeblatt, elastisch, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,389,6;/64395;6,00
#64394;BS397-FATIMA-BLK;Hand der Fatima, elastisch, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,321,6;/64394;6,00
#64393;BS397-FATIMA;Hand der Fatima, elastisch, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,321,6;/64393;6,00
#64392;BS396-SWZ-HERZ;Perlen mit Herz und Kugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64392;9,50
#64391;BS396-RQ-HERZ;Rosenquarz Kugel mit Herz und Kugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64391;9,50
#64390;BS396-PERLMUTT-KREUZ;Perlmuttarmband, elastisch, MOP;;NEW;2023. 11. 30.;visible;;190,22,27,321,6;/64390;6,00
#64389;BS395-SWZ-MALACHIT;Armband elastisch, Echtperle, Malachit;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64389;6,50
#64388;BS395-SWZ-TUERKIS;Armband elastisch, Echtperle, Tuerkis;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64388;6,50
#64387;BS395-SWZ-ONYX;Armband elastisch, Echtperle, Onyx;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64387;6,50
#64386;BS394-GOLDFLUSS-PERLMUTT;Armband elastisch, Perlmutt, Goldfluss;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64386;6,50
#64385;BS393-PERLMUTT;Armband elastisch, 4 Muscheln, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64385;6,50
#64384;BS392-TUERKIS;Kugelarmband mit Tuerkismuschel;Kugel 3 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64384;12,50
#64383;BS392-PERLMUTT;Kugelarmband mit Perlmuttmuschel;Kugel 3 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64383;12,50
#64382;BS392-MIX-PERLMUTT;Kugelarmband mit Mix-Perlmuttmuschel;Kugel 3 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64382;12,50
#64381;BS391-SWZ-GARNET;Echtsteine, SÃ¼sswasserperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64381;8,00
#64380;BS391-GP-SWZ-GARNET;Echtsteine, SÃ¼sswasserperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64380;9,00
#64379;BS390-GOLDFLUSS-PERLMUTT;Armband elastisch, Goldfluss, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64379;6,50
#64378;BS389-PERLMUTT-4HERZE;Perlmuttarmband mit 4 Perlmuttherze, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64378;6,00
#64377;BS388-LAPIS-TQ-PERLMUTT;Echtsteine, elastisch, Lapis, TÃ¼rkis, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64377;6,00
#64376;BS387-TUERKIS-MOP;MOP, Tuerkis und Silberkugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64376;6,00
#64375;BS387-MOP-ONYX;MOP, Onyx und Silberkugel;;NEW;;visible;;190,22,27,6;/64375;6,00
#64374;BS387-KATZENAUGE-MOP;MOP, Katzenauge und Silberkugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64374;6,00
#64373;BS387-KARNEOL-MOP;MOP, Karneol und Silberkugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64373;6,00
#64372;BS387-GOLDFLUSS-MOP;MOP Goldfluss und Silberkugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64372;6,00
#64371;BS385-PERLMUTT;Perlmutt, Perlmuttblume, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64371;6,00
#64370;BS384-PERLMUTTBLUME;Armband elastisch, Perlmuttblume;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64370;6,00
#64369;BS383-RQ-PERLMUTT;Armband elastisch, dunkles Rosenquarz Herz, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64369;5,50
#64368;BS383-BF-PERLMUTT;Armband elastisch, Blaufluss Herz, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64368;5,50
#64367;BS382-SWZ-PERIDOT;Echtsteine, Echtperlen, elastisch, Peridot;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64367;13,50
#64366;BS381-SWZ-MULTICOLOR;Echtperle mit Multisteine, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64366;7,00
#64365;BS380-TG-PERLMUTT;Echtperle, Tigerauge mit Perlmutt, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64365;5,50
#64364;BS380-RQ-PERLMUTT;Echtperle, Rosenquarz mit Perlmutt, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64364;5,50
#64363;BS380-GF-PERLMUTT;Echtperle, Goldfluss mit Perlmutt, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64363;5,50
#64362;BS379-MULTI-PERLMUTT;Echtsteine mit Perlmutt, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64362;6,00
#64361;BS378-UNAKIT-PERLMUTT;Echtsteine Unakit Perlmutt, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64361;5,50
#64360;BS378-TUERKIS-PERLMUTT;Echtsteine TÃ¼rkis, Perlmutt, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64360;5,50
#64359;BS378-RD-AVENTURINROT;Echtsteine Aventurin-Rot, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64359;5,50
#64358;BS378-ONYX-PERLMUTT;Echtsteine, elastisch, Onyx, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64358;5,50
#64357;BS378-MALACHIT-PERLMUTT;Echtstein, elastisch, Malachit, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64357;5,50
#64356;BS378-LAPIS-PERLMUTT;Echtstein, elastisch, Lapis, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64356;5,50
#64355;BS378-GRTQ-PERLMUTT;Armband elastisch, Echtstein, GrÃ¼n TÃ¼rkis Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64355;5,50
#64354;BS377-TG-SWZ;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64354;9,50
#64353;BS377-SWZ-LABRADORIT;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64353;9,50
#64352;BS377-SWZ-UNAKIT;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64352;9,50
#64351;BS377-SWZ-ROSENQUARZ;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64351;9,50
#64350;BS377-SWZ-PERLMUTT;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64350;9,50
#64349;BS377-SWZ-LAPIS;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64349;9,50
#64348;BS377-SWZ-AMETHYST;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64348;9,50
#64347;BS377-ONYX-SWZ;Echtsteine, Echtperle, elastisch;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64347;9,50
#64346;BS377-KARNEOL-SWZ;Echtsteine elastisch, Echtperle, Karneol;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64346;9,50
#64345;BS376-GF-PERLMUTT;Armband elastisch, Goldfluss, Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64345;6,50
#64344;BS374-TUERKIS-TUBE;Silbertube mit Tuerkistube;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64344;8,50
#64343;BS374-LAPIS-SPTUBE;Silbertube, Lapistube + Ball;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64343;8,00
#64342;BS373-UNAKIT-SPTUBE;Unakitkugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64342;8,50
#64341;BS373-TUERKIS-SPTUBE;Tuerkiskugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64341;8,50
#64340;BS373-GRANAT-SPTUBE;Granatkugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64340;8,50
#64339;BS372-WHP-SPTUBE;MOP Kugel, SPTube;2,5 mm Kugel;SOLD OUT;;hidden;;190,22,27,6;/64339;8,50
#64338;BS372-ONYX-SPTUBE;Onyxkugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64338;8,50
#64337;BS372-MALACHIT-SPTUBE;Malachitkugel, SPTube;2.5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64337;8,50
#64336;BS372-LAPIS-SPTUBE;Lapiskugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64336;8,50
#64335;BS372-KARNEOL-SPTUBE;Karneolkugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64335;8,50
#64334;BS372-GRANAT-SPTUBE;Granatkugel, SPTube;2,5 mm Kugel;NEW;2023. 11. 30.;visible;;190,22,27,6;/64334;8,50
#64333;BS375-BR-PERLMUTT;Armband elastisch, brauner Perlmutt;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64333;6,50
#64332;BS371-SWZ-MULTI;Multicolor Echtsteine Sterlingkugel;;NEW;2023. 11. 30.;visible;;190,22,27,6;/64332;5,50
#64331;EH194;Klappcreole Universum;Ã˜: ca. 23 mm;;;hidden;;;/64331;0,00
#64330;EP2746ST;V Design;LÃ¤nge: ca. 53 mm;;;hidden;;;/64330;0,00
#64329;EP1289ST-M-GP;Kugel OhrhÃ¤nger, Matt, GP;Ã˜: ca. 14 mm;;;hidden;;319;/64329;0,00
#64328;EP1288ST-M-GP;Kugel OhrhÃ¤nger, Matt, GP;Ã˜: 12 mm;;;hidden;;319;/64328;0,00
#64327;EP2768-GP;Runde Ohrstecker mit hÃ¤ngender Schaukel, GP;HÃ¶he: ca. 17 mm;;;hidden;;;/64327;0,00
#64326;EP2768;Runde Ohrstecker mit hÃ¤ngender Schaukel;HÃ¶he: ca. 17 mm;;;hidden;;;/64326;0,00
#64324;FZ0,40/2PL8L-PK;PK Ankerkette mit diam.;40cm;;;visible;;26;/64324;7,00
#64323;FOX1,00-2L-GP;Fuchsschwanz Kette, GP;40cm;;;visible;;26;/64323;5,50
#64322;FOX1,00-2L;Fuchsschwanz Kette;40cm;;;visible;;26;/64322;4,75
#64321;NP793;Filigran Ornament Kette;42+3cm;;;visible;;;/64321;11,00
#64319;NP23441P;Smile Kette :);42+3cm;NEW;2023. 11. 30.;visible;;190,217;/64319;10,50
#64318;NP-C,10697,GP;Collier mit Kreise und PlÃ¤ttchen, Goldplattiert;40+5cm;;;visible;;;/64318;26,50
#64317;NS162ST-WH-GP;Y-Kette mit WH Zirkonia;36,38,40,43cm;;;visible;;;/64317;18,00
#64316;BS367ST-UNAKIT;5 Ovale Steine;16,5+3,5cm;;;visible;;22,27,6;/64316;12,00
#64315;BS367ST-GF-JG;5 Ovale Steine, Goldfluss/Jadegelb;16,5+3cm;;;visible;;22,27,6;/64315;12,00
#64314;BS367ST-GRAU;5 Ovale Steine, Grau;16,5+3cm;;;visible;;22,27,6;/64314;12,00
#64313;BS-ECHTESTEINE;3 Halbedelsteine;16,5+3cm;;;visible;;22,27,390,6;/64313;12,50
#64311;BP357ST-GP;Kugelarmband mit kleinem PlÃ¤ttchen, Goldplattiert;44 Kugeln Ã¡ 4 mm + 1 Kugel 8 mm, elastisch;NEW;2023. 11. 30.;visible;;190,22,27,6;/64311;29,50
#64310;BP386ST;Armband mit 5 PlÃ¤ttchen;16,5+3cm;;;visible;;22,27,319,6;/64310;10,50
#64309;BP421A-GP;Armband mit 3 Wellen im Kreis, Goldplattiert;16,5+3cm;;;visible;;22,27,6;/64309;17,50
#64308;BP469ST;Armreif zum Ã–ffnen;Breite: 10 mm, Innen Ã˜: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64308;39,50
#64307;BP468ST;Armreif zum Ã–ffnen;Breite: 5 mm, Innen Ã˜: 55 x 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64307;29,50
#64306;BP467ST;Armreif zum Ã–ffnen, Eckig-Abgerundet;Breite: 7 mm, Innen Ã˜: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64306;34,50
#64305;BP466ST;Armreif zum Ã–ffnen;Breite: 5 mm, Innen Ã˜: 60 mm;NEW;2023. 11. 30.;visible;;190,22,27,6;/64305;29,50
